year,pref,pop,male,child,adult,born,income
2012,Aichi,7431000,50,14.2,64.4,0.914,474852
2012,Mie,1841000,48.7,13.5,61.3,0.8,487119
2012,Shiga,1414000,49.4,14.8,63.5,0.936,423863
2012,Kyoto,2628000,48,12.6,62.7,0.765,520430
2012,Osaka,8861000,48.3,13,63.3,0.824,489020
2012,Hyogo,5575000,47.8,13.5,62.2,0.833,442844
2012,Nara,1388000,47.3,12.9,61.6,0.761,517049
2012,Wakayama,988000,47.1,12.5,59,0.751,511260
2012,Tottori,583000,47.7,13.2,59.6,0.818,470402
2012,Shimane,708000,47.9,12.7,57.3,0.789,510424
2012,Okayama,1937000,48,13.5,60.3,0.84,471802
2012,Hiroshima,2855000,48.3,13.5,61.3,0.87,558798
2012,Yamaguchi,1434000,47.2,12.6,58.2,0.753,497652
2012,Tokushima,775000,47.5,12.2,59.8,0.741,563339
2012,Kagawa,989000,48.2,13.2,59.7,0.825,572236
2012,Ehime,1415000,47.1,12.8,59.4,0.787,475382
2012,Kochi,751000,46.9,11.9,58,0.701,585742
2012,Fukuoka,5089000,47.2,13.5,63.2,0.9,481335
2012,Saga,845000,47.1,14.4,60.3,0.88,515473
2012,Nagasaki,1408000,46.7,13.4,59.6,0.833,403123
2012,Kumamoto,1807000,47,13.7,59.8,0.885,475301
2012,Oita,1186000,47.3,12.9,59.5,0.814,587012
2012,Miyazaki,1125000,47,13.8,59.5,0.876,397078
2012,Kagoshima,1687000,46.8,13.6,59.3,0.88,535605
2012,Okinawa,1411000,49.1,17.6,64.6,1.21,428667
2011,Hokkaido,5488000,47.3,11.8,63,0.716,479141
2011,Aomori,1363000,47,12.3,61.6,0.699,452060
2011,Iwate,1315000,47.8,12.6,60.2,0.708,503313
2011,Miyagi,2326000,48.6,13,64.6,0.777,362201
2011,Akita,1075000,47,11.3,59,0.619,459017
2011,Yamagata,1162000,48,12.7,59.7,0.736,526653
2011,Fukushima,1988000,48.7,13.2,61.6,0.758,564953
2011,Ibaraki,2960000,49.8,13.3,63.8,0.784,542854
2011,Tochigi,2000000,49.7,13.3,64.3,0.796,623772
2011,Gunma,2001000,49.2,13.6,62.5,0.781,440850
2011,Saitama,7209000,50.1,13.2,65.9,0.805,629665
2011,Chiba,6217000,49.8,12.9,65.1,0.81,466255
2011,Tokyo,13198000,49.4,11.3,68.1,0.803,560349
2011,Kanagawa,9060000,50.2,13.1,66.3,0.839,563699
2011,Niigata,2364000,48.4,12.6,61,0.747,481070
2011,Toyama,1088000,48.3,12.9,60.8,0.719,579358
2011,Ishikawa,1167000,48.3,13.5,62.6,0.819,551580
2011,Fukui,803000,48.4,13.8,61,0.838,578879
2011,Yamanashi,857000,49,13.1,62,0.748,468100
2011,Nagano,2142000,48.7,13.6,59.7,0.79,553685
2011,Gifu,2071000,48.4,13.8,61.8,0.814,481339
2011,Shizuoka,3752000,49.2,13.5,62.4,0.831,552373
2011,Aichi,7418000,50,14.3,65,0.93,466299
2011,Mie,1847000,48.7,13.6,62,0.816,499580
2011,Shiga,1413000,49.4,14.9,64.2,0.944,402413
2011,Kyoto,2633000,48,12.7,63.6,0.786,535469
2011,Osaka,8863000,48.3,13.1,64.2,0.834,452149
2011,Hyogo,5584000,47.8,13.6,63.1,0.848,463210
2011,Nara,1395000,47.3,13,62.6,0.746,536916
2011,Wakayama,995000,47,12.7,59.8,0.75,529792
2011,Tottori,586000,47.8,13.2,60.3,0.841,477280
2011,Shimane,713000,47.8,12.8,58.1,0.783,501228
2011,Okayama,1941000,48,13.6,61,0.857,474962
2011,Hiroshima,2858000,48.3,13.5,62.2,0.891,557100
2011,Yamaguchi,1444000,47.2,12.6,59.1,0.777,535189
2011,Tokushima,780000,47.4,12.2,60.6,0.758,522644
2011,Kagawa,992000,48.2,13.2,60.7,0.838,591586
2011,Ehime,1424000,47.1,12.9,60.2,0.796,459001
2011,Kochi,758000,47,12,58.9,0.692,573863
2011,Fukuoka,5081000,47.2,13.5,63.9,0.91,507715
2011,Saga,847000,47.1,14.5,60.9,0.899,516843
2011,Nagasaki,1418000,46.7,13.5,60.3,0.827,408140
2011,Kumamoto,1813000,47,13.7,60.5,0.889,417544
2011,Oita,1192000,47.2,13,60.2,0.838,558562
2011,Miyazaki,1130000,47,13.9,60.2,0.898,456842
2011,Kagoshima,1697000,46.7,13.7,59.8,0.898,560920
2011,Okinawa,1402000,49.1,17.7,65.1,1.207,378159
2010,Hokkaido,5506419,47.3,12,63.3,0.729,517994
2010,Aomori,1373339,47.1,12.6,61.7,0.707,476667
2010,Iwate,1330147,47.7,12.7,60.1,0.733,488759
2010,Miyagi,2348165,48.5,13.2,64.4,0.815,446918
2010,Akita,1085997,47,11.4,59,0.616,469960
2010,Yamagata,1168924,48,12.8,59.6,0.74,561092
2010,Fukushima,2029064,48.5,13.7,61.3,0.795,536706
2010,Ibaraki,2969770,49.8,13.5,64,0.808,604247
2010,Tochigi,2007683,49.7,13.6,64.4,0.82,605674
2010,Gunma,2008068,49.2,13.8,62.7,0.798,456515
2010,Saitama,7194556,50.2,13.3,66.3,0.826,584459
2010,Chiba,6216289,49.8,13,65.4,0.831,496259
2010,Tokyo,13159388,49.5,11.4,68.2,0.822,627326
2010,Kanagawa,9048331,50.2,13.2,66.6,0.863,553717
2010,Niigata,2374450,48.4,12.8,61,0.762,530616
2010,Toyama,1093247,48.2,13,60.8,0.749,615372
2010,Ishikawa,1169788,48.3,13.7,62.6,0.821,586373
2010,Fukui,806314,48.3,14,60.8,0.853,634573
2010,Yamanashi,863075,49,13.4,61.9,0.771,523033
2010,Nagano,2152449,48.6,13.8,59.7,0.801,508980
2010,Gifu,2080773,48.4,14,61.9,0.812,526970
2010,Shizuoka,3765007,49.2,13.7,62.5,0.847,543916
2010,Aichi,7410719,50,14.5,65.2,0.943,514182
2010,Mie,1854724,48.7,13.7,62,0.823,472608
2010,Shiga,1410777,49.4,15.1,64.2,0.947,465456
2010,Kyoto,2636092,48,12.9,63.8,0.806,517740
2010,Osaka,8865245,48.3,13.3,64.4,0.847,450491
2010,Hyogo,5588133,47.8,13.7,63.3,0.856,482464
2010,Nara,1400728,47.4,13.2,62.8,0.763,527737
2010,Wakayama,1002198,47,12.9,59.9,0.757,516262
2010,Tottori,588667,47.7,13.4,60.3,0.814,474401
2010,Shimane,717397,47.8,12.9,58,0.802,527702
2010,Okayama,1945276,48,13.7,61.1,0.862,465089
2010,Hiroshima,2860750,48.3,13.7,62.4,0.893,509684
2010,Yamaguchi,1451338,47.1,12.7,59.3,0.796,510969
2010,Tokushima,785491,47.5,12.4,60.6,0.752,551348
2010,Kagawa,995842,48.2,13.4,60.7,0.843,521176
2010,Ehime,1431493,47,13,60.4,0.798,458595
2010,Kochi,764456,47,12.2,59,0.722,577027
2010,Fukuoka,5071968,47.2,13.6,64.1,0.923,461498
2010,Saga,849788,47.1,14.6,60.8,0.899,547135
2010,Nagasaki,1426779,46.7,13.6,60.4,0.841,549770
2010,Kumamoto,1817426,47,13.8,60.5,0.894,445799
2010,Oita,1196529,47.2,13.1,60.3,0.842,516312
2010,Miyazaki,1135233,47,14,60.2,0.9,444359
2010,Kagoshima,1706242,46.7,13.7,59.8,0.886,543739
2010,Okinawa,1392818,49.1,17.8,64.8,1.228,394409
2009,Hokkaido,5524000,47.3,12,63.7,0.727,521612
2009,Aomori,1383000,47.1,12.5,62.5,0.689,442242
2009,Iwate,1340000,47.8,12.6,60.6,0.739,476813
2009,Miyagi,2348000,48.5,13.4,64.5,0.809,459860
2009,Akita,1097000,47,11.2,59.9,0.639,473361
2009,Yamagata,1178000,48,12.5,60.5,0.74,565985
2009,Fukushima,2041000,48.5,13.8,61.5,0.8,601774
2009,Ibaraki,2970000,49.8,13.4,64.6,0.815,561539
2009,Tochigi,2011000,49.7,13.6,64.7,0.846,637483
2009,Gunma,2014000,49.2,13.7,63.3,0.81,442419
2009,Saitama,7161000,50.2,13.6,66.4,0.834,624759
2009,Chiba,6180000,49.9,13.3,65.7,0.839,528258
2009,Tokyo,13048000,49.6,11.9,67.3,0.817,596248
2009,Kanagawa,9006000,50.3,13.4,66.6,0.867,600170
2009,Niigata,2385000,48.3,12.6,61.3,0.753,532966
2009,Toyama,1098000,48.2,12.8,61.3,0.767,574401
2009,Ishikawa,1171000,48.3,13.7,62.8,0.841,614474
2009,Fukui,810000,48.3,14.2,61.1,0.869,551856
2009,Yamanashi,867000,48.9,13.5,62.2,0.764,489034
2009,Nagano,2162000,48.6,13.4,60.4,0.801,519902
2009,Gifu,2091000,48.4,13.8,62.6,0.829,535592
2009,Shizuoka,3783000,49.3,13.4,63.3,0.843,570670
2009,Aichi,7411000,50.1,14.6,65.5,0.941,527001
2009,Mie,1864000,48.7,13.6,62.7,0.838,444694
2009,Shiga,1409000,49.4,15,64.8,0.933,482577
2009,Kyoto,2637000,48,13.2,63.7,0.799,504657
2009,Osaka,8855000,48.4,13.7,64.3,0.85,468548
2009,Hyogo,5591000,47.9,13.8,63.4,0.851,454263
2009,Nara,1404000,47.4,13.2,63.3,0.766,562346
2009,Wakayama,1008000,47,12.9,60.4,0.746,531343
2009,Tottori,592000,47.6,12.9,61.2,0.824,452182
2009,Shimane,721000,47.7,12.7,58.2,0.777,530019
2009,Okayama,1949000,48,13.8,61.4,0.841,449409
2009,Hiroshima,2864000,48.3,13.7,62.7,0.894,569836
2009,Yamaguchi,1459000,47.2,12.6,59.9,0.775,526762
2009,Tokushima,790000,47.5,12.5,60.9,0.747,520783
2009,Kagawa,999000,48.2,13.6,61,0.837,551079
2009,Ehime,1438000,47,12.8,61,0.8,457427
2009,Kochi,769000,46.9,12.1,59.5,0.704,551476
2009,Fukuoka,5064000,47.2,13.9,64.1,0.91,455210
2009,Saga,853000,47,14.2,61.5,0.881,521575
2009,Nagasaki,1434000,46.7,13.2,61,0.826,468010
2009,Kumamoto,1821000,47,13.9,60.6,0.891,462798
2009,Oita,1200000,47.3,13.2,60.4,0.83,535963
2009,Miyazaki,1138000,46.9,13.6,60.8,0.894,387438
2009,Kagoshima,1712000,46.7,13.8,59.8,0.871,559610
2009,Okinawa,1385000,49,17.7,64.8,1.209,404194
2008,Hokkaido,5548000,47.3,12.2,64.2,0.74,501952
2008,Aomori,1395000,47.1,12.9,62.7,0.73,487110
2008,Iwate,1352000,47.8,12.9,60.9,0.756,529822
2008,Miyagi,2349000,48.5,13.5,64.9,0.846,448790
2008,Akita,1109000,47,11.5,60,0.669,471715
2008,Yamagata,1188000,48,12.8,60.6,0.771,626673
2008,Fukushima,2054000,48.5,14,61.8,0.823,633135
2008,Ibaraki,2971000,49.8,13.6,65,0.828,551172
2008,Tochigi,2015000,49.7,13.7,65.2,0.856,610724
2008,Gunma,2017000,49.2,13.9,63.7,0.845,470359
2008,Saitama,7136000,50.3,13.7,67.2,0.848,611708
2008,Chiba,6153000,49.9,13.4,66.5,0.85,515980
2008,Tokyo,12973000,49.7,11.8,67.9,0.817,558879
2008,Kanagawa,8965000,50.4,13.5,67.3,0.883,651399
2008,Niigata,2396000,48.4,12.9,61.6,0.767,559318
2008,Toyama,1103000,48.2,13,61.8,0.79,616347
2008,Ishikawa,1172000,48.3,13.8,63.3,0.87,616864
2008,Fukui,814000,48.4,14.3,61.4,0.877,562723
2008,Yamanashi,871000,48.9,13.8,62.6,0.793,554466
2008,Nagano,2173000,48.6,13.7,60.8,0.834,543113
2008,Gifu,2100000,48.4,14,63.1,0.834,559331
2008,Shizuoka,3793000,49.3,13.6,63.8,0.862,551631
2008,Aichi,7399000,50.2,14.7,66.1,0.96,518929
2008,Mie,1871000,48.7,13.8,63.1,0.836,565299
2008,Shiga,1405000,49.5,15.1,65.2,0.96,532841
2008,Kyoto,2640000,48,13.2,64.4,0.827,529715
2008,Osaka,8847000,48.4,13.8,65,0.875,495448
2008,Hyogo,5592000,47.9,13.9,64,0.873,492672
2008,Nara,1407000,47.5,13.4,64,0.78,585388
2008,Wakayama,1014000,47,13.1,60.8,0.776,584800
2008,Tottori,596000,47.7,13.1,61.4,0.818,450130
2008,Shimane,727000,47.7,12.9,58.5,0.782,569517
2008,Okayama,1953000,48,13.9,61.9,0.873,476913
2008,Hiroshima,2870000,48.3,13.7,63.3,0.891,556936
2008,Yamaguchi,1466000,47.1,12.7,60.3,0.789,594010
2008,Tokushima,795000,47.4,12.6,61.3,0.741,526644
2008,Kagawa,1003000,48.2,13.6,61.5,0.857,640039
2008,Ehime,1445000,47.1,13,61.4,0.8,487942
2008,Kochi,775000,47,12.3,60,0.747,548462
2008,Fukuoka,5062000,47.3,13.9,64.7,0.922,445227
2008,Saga,856000,47.1,14.4,61.6,0.913,465991
2008,Nagasaki,1443000,46.6,13.6,61.2,0.844,436949
2008,Kumamoto,1826000,47,14,61,0.902,459104
2008,Oita,1204000,47.3,13.3,60.8,0.856,582633
2008,Miyazaki,1141000,47,13.8,61,0.902,444556
2008,Kagoshima,1721000,46.7,13.9,60.1,0.897,524288
2008,Okinawa,1378000,49,17.9,64.9,1.215,396534
2007,Hokkaido,5579000,47.4,12.4,64.8,0.745,469242
2007,Aomori,1409000,47.1,13.2,62.9,0.721,499543
2007,Iwate,1364000,47.8,13.1,61.1,0.758,573362
2007,Miyagi,2354000,48.6,13.6,65.4,0.842,452940
2007,Akita,1121000,47.1,11.8,60.2,0.669,534499
2007,Yamagata,1198000,48,13.1,60.6,0.763,591795
2007,Fukushima,2067000,48.6,14.2,62.1,0.827,607615
2007,Ibaraki,2973000,49.8,13.8,65.5,0.835,637708
2007,Tochigi,2016000,49.7,13.9,65.6,0.855,570331
2007,Gunma,2020000,49.2,14,64.1,0.833,430462
2007,Saitama,7106000,50.3,13.8,68,0.856,604821
2007,Chiba,6119000,49.9,13.4,67.3,0.847,555644
2007,Tokyo,12848000,49.7,11.7,68.6,0.808,548670
2007,Kanagawa,8912000,50.5,13.5,68,0.889,548329
2007,Niigata,2408000,48.4,13.1,61.9,0.778,543652
2007,Toyama,1107000,48.2,13.1,62.3,0.788,673910
2007,Ishikawa,1173000,48.3,13.9,63.8,0.878,628083
2007,Fukui,817000,48.4,14.4,61.9,0.88,630581
2007,Yamanashi,877000,49,14,62.9,0.797,538492
2007,Nagano,2182000,48.6,13.9,61.1,0.853,511323
2007,Gifu,2104000,48.4,14.2,63.5,0.841,544210
2007,Shizuoka,3796000,49.3,13.8,64.3,0.877,540548
2007,Aichi,7357000,50.2,14.7,66.7,0.954,537512
2007,Mie,1873000,48.7,13.9,63.5,0.839,558227
2007,Shiga,1398000,49.4,15.2,65.7,0.954,515426
2007,Kyoto,2643000,48.1,13.2,65.1,0.817,508579
2007,Osaka,8839000,48.4,13.8,65.7,0.87,472260
2007,Hyogo,5593000,47.9,14,64.6,0.87,517041
2007,Nara,1413000,47.5,13.6,64.6,0.797,545694
2007,Wakayama,1021000,47,13.3,61.2,0.753,493997
2007,Tottori,601000,47.8,13.4,61.6,0.834,466647
2007,Shimane,733000,47.6,13,58.9,0.807,551062
2007,Okayama,1956000,48,13.9,62.4,0.874,514023
2007,Hiroshima,2874000,48.3,13.8,63.8,0.901,568362
2007,Yamaguchi,1476000,47.1,12.9,60.8,0.794,574365
2007,Tokushima,800000,47.5,12.7,61.7,0.751,560193
2007,Kagawa,1006000,48.1,13.6,61.9,0.865,634970
2007,Ehime,1453000,47.1,13.1,61.6,0.809,531260
2007,Kochi,783000,46.9,12.5,60.3,0.73,519434
2007,Fukuoka,5061000,47.3,13.9,65.1,0.917,410420
2007,Saga,860000,47.1,14.6,61.8,0.896,503392
2007,Nagasaki,1455000,46.7,13.9,61.3,0.837,430701
2007,Kumamoto,1832000,47,14,61.3,0.89,509545
2007,Oita,1206000,47.2,13.4,61.2,0.843,518141
2007,Miyazaki,1146000,47,14.1,61.2,0.902,475978
2007,Kagoshima,1733000,46.7,14,60.3,0.871,513877
2007,Okinawa,1374000,49.1,18.1,65,1.207,376571
2006,Hokkaido,5605000,47.5,12.6,65.3,0.753,466556
2006,Aomori,1424000,47.2,13.5,63.2,0.741,494906
2006,Iwate,1375000,47.9,13.5,61.4,0.768,551115
2006,Miyagi,2358000,48.6,13.7,65.8,0.836,445954
2006,Akita,1134000,47.2,12.1,60.4,0.681,614252
2006,Yamagata,1207000,48.1,13.4,60.7,0.788,574327
2006,Fukushima,2080000,48.6,14.5,62.3,0.843,600499
2006,Ibaraki,2974000,49.8,14,66,0.845,558119
2006,Tochigi,2016000,49.7,14,66,0.875,628652
2006,Gunma,2022000,49.3,14.2,64.5,0.844,416477
2006,Saitama,7079000,50.4,13.9,68.8,0.865,588587
2006,Chiba,6084000,50,13.5,68.1,0.851,491194
2006,Tokyo,12704000,49.8,11.6,69.3,0.8,567826
2006,Kanagawa,8846000,50.5,13.5,68.8,0.894,608715
2006,Niigata,2420000,48.4,13.4,62.2,0.785,547197
2006,Toyama,1110000,48.2,13.3,62.8,0.808,692091
2006,Ishikawa,1173000,48.3,14,64.4,0.873,642799
2006,Fukui,820000,48.3,14.6,62.3,0.893,623221
2006,Yamanashi,880000,49,14.2,63.3,0.806,553588
2006,Nagano,2189000,48.7,14.2,61.5,0.858,528571
2006,Gifu,2105000,48.4,14.4,64,0.859,544161
2006,Shizuoka,3795000,49.3,13.9,64.8,0.867,505833
2006,Aichi,7307000,50.2,14.8,67.3,0.958,541932
2006,Mie,1872000,48.6,14.1,63.8,0.845,515459
2006,Shiga,1390000,49.4,15.3,66.1,0.967,470671
2006,Kyoto,2646000,48.1,13.2,65.9,0.835,475597
2006,Osaka,8828000,48.5,13.8,66.6,0.879,416427
2006,Hyogo,5592000,47.9,14.1,65.2,0.872,527703
2006,Nara,1417000,47.5,13.7,65.4,0.81,551827
2006,Wakayama,1029000,47,13.5,61.7,0.771,513367
2006,Tottori,604000,47.9,13.7,61.7,0.859,505338
2006,Shimane,737000,47.6,13.3,59.1,0.816,568733
2006,Okayama,1956000,48,14,62.9,0.883,510823
2006,Hiroshima,2875000,48.3,13.9,64.4,0.881,537317
2006,Yamaguchi,1484000,47.2,13,61.2,0.788,580120
2006,Tokushima,806000,47.4,12.9,62.2,0.776,538744
2006,Kagawa,1009000,48.1,13.7,62.4,0.859,568862
2006,Ehime,1460000,47.1,13.4,62,0.805,505069
2006,Kochi,790000,47,12.7,60.8,0.761,597344
2006,Fukuoka,5057000,47.4,13.9,65.7,0.896,455295
2006,Saga,863000,47.1,14.9,62,0.886,522564
2006,Nagasaki,1467000,46.7,14.2,61.5,0.846,407145
2006,Kumamoto,1838000,47,14.2,61.6,0.881,452879
2006,Oita,1207000,47.1,13.5,61.6,0.841,569043
2006,Miyazaki,1150000,47,14.4,61.5,0.878,432875
2006,Kagoshima,1744000,46.7,14.2,60.5,0.865,490960
2006,Okinawa,1369000,49.1,18.4,65.1,1.204,348394
2005,Hokkaido,5627737,47.5,12.8,65.7,0.736,455079
2005,Aomori,1436657,47.3,13.8,63.4,0.733,414755
2005,Iwate,1385041,47.9,13.8,61.4,0.761,485886
2005,Miyagi,2360218,48.7,13.8,66,0.819,464270
2005,Akita,1145501,47.2,12.4,60.6,0.672,580935
2005,Yamagata,1216181,48.1,13.7,60.8,0.769,504003
2005,Fukushima,2091319,48.6,14.7,62.5,0.839,590664
2005,Ibaraki,2975167,49.7,14.2,66.4,0.815,542539
2005,Tochigi,2016631,49.7,14.1,66.3,0.861,609960
2005,Gunma,2024135,49.2,14.4,64.9,0.846,522990
2005,Saitama,7054243,50.4,14,69.4,0.847,625187
2005,Chiba,6056462,50,13.5,68.6,0.835,465075
2005,Tokyo,12576601,49.8,11.3,69.1,0.768,547127
2005,Kanagawa,8791597,50.6,13.5,69.2,0.867,590748
2005,Niigata,2431459,48.4,13.6,62.3,0.761,528374
2005,Toyama,1111729,48.2,13.5,63.2,0.807,652434
2005,Ishikawa,1174026,48.3,14.2,64.8,0.856,756690
2005,Fukui,821592,48.4,14.7,62.5,0.87,558140
2005,Yamanashi,884515,49,14.4,63.6,0.808,474284
2005,Nagano,2196114,48.6,14.4,61.8,0.843,545431
2005,Gifu,2107226,48.4,14.5,64.4,0.84,528419
2005,Shizuoka,3792377,49.3,14.2,65.2,0.841,596218
2005,Aichi,7254704,50.2,14.7,67.6,0.925,514398
2005,Mie,1866963,48.6,14.3,64.1,0.822,518096
2005,Shiga,1380361,49.4,15.4,66.4,0.934,466348
2005,Kyoto,2647660,48.1,13,66.3,0.814,569202
2005,Osaka,8817166,48.6,13.7,67.1,0.863,452120
2005,Hyogo,5590601,47.9,14.2,65.6,0.846,487459
2005,Nara,1421310,47.6,13.9,66,0.787,598740
2005,Wakayama,1035969,47.1,13.8,62,0.756,484524
2005,Tottori,607012,47.8,14,61.9,0.826,433337
2005,Shimane,742223,47.7,13.5,59.2,0.768,598824
2005,Okayama,1957264,48,14.1,63.2,0.853,504265
2005,Hiroshima,2876642,48.3,14,64.6,0.86,529700
2005,Yamaguchi,1492606,47.2,13.2,61.7,0.771,569482
2005,Tokushima,809950,47.5,13.1,62.6,0.73,632059
2005,Kagawa,1012400,48,13.8,62.8,0.858,567001
2005,Ehime,1467815,47.1,13.6,62.3,0.785,497851
2005,Kochi,796292,47,12.9,61.2,0.743,498065
2005,Fukuoka,5049908,47.4,13.9,65.9,0.86,482021
2005,Saga,866369,47.1,15.2,62.1,0.867,474805
2005,Nagasaki,1478632,46.8,14.6,61.8,0.822,362882
2005,Kumamoto,1842233,47.1,14.3,61.8,0.849,525478
2005,Oita,1209571,47.1,13.6,61.9,0.809,546285
2005,Miyazaki,1153042,47,14.7,61.8,0.845,536072
2005,Kagoshima,1753179,46.8,14.4,60.8,0.846,566796
2005,Okinawa,1361594,49.1,18.7,65.2,1.184,367625
